"year","zone","group","gender","stage","measure","value"
"2007-2008","S01002098","All","All","S4","Ratio",100
"2008-2009","S01002098","All","All","S4","Ratio",100
"2009-2010","S01002098","All","All","S4","Ratio",100
"2009-2010","S01002098","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002098","Additional Support Needs","All","S4","Count",2
"2010-2011","S01002098","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002098","Additional Support Needs","All","S4","Count",1
"2012-2013","S01002098","Additional Support Needs","All","S4","Ratio",100
"2009-2010","S01002098","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002098","Additional Support Needs","All","S4","Count",0
"2010-2011","S01002098","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002098","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002098","Additional Support Needs","All","S4","Ratio",100
"2005-2006","S01002099","All","All","S4","Count",1
"2010-2011","S01002099","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002099","All","All","S4","Count",2
"2009-2010","S01002099","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002099","All","All","S4","Count",2
"2010-2011","S01002099","All","All","S4","Count",3
"2010-2011","S01002099","All","Male","S4","Count",3
"2012-2013","S01002099","All","All","S4","Count",2
"2011-2012","S01002099","All","Male","S4","Count",0
"2008-2009","S01002099","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002099","Additional Support Needs","All","S4","Count",1
"2009-2010","S01002099","All","Male","S4","Count",0
"2009-2010","S01002099","All","All","S4","Count",1
"2012-2013","S01002099","All","Male","S4","Count",1
"2008-2009","S01002099","All","Male","S4","Count",1
"2011-2012","S01002099","Additional Support Needs","All","S4","Count",1
"2010-2011","S01002099","All","Female","S4","Count",0
"2002-2003","S01002099","All","All","S4","Count",1
"2009-2010","S01002099","All","Female","S4","Count",1
"2008-2009","S01002099","All","All","S4","Count",1
"2012-2013","S01002099","All","Female","S4","Count",1
"2003-2004","S01002099","All","All","S4","Count",0
"2011-2012","S01002099","All","All","S4","Count",1
"2008-2009","S01002099","All","Female","S4","Count",0
"2011-2012","S01002099","All","Female","S4","Count",1
"2004-2005","S01002099","All","All","S4","Count",1
"2010-2011","S01002099","All","All","S4","Ratio",100
"2008-2009","S01002099","All","All","S4","Ratio",100
"2009-2010","S01002099","All","All","S4","Ratio",100
"2011-2012","S01002099","All","All","S4","Ratio",100
"2012-2013","S01002099","All","All","S4","Ratio",100
"2002-2003","S01002099","All","All","S4","Ratio",100
"2010-2011","S01002099","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002099","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002099","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002099","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002099","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002099","All","All","S4","Ratio",0
"2004-2005","S01002099","All","All","S4","Ratio",100
"2005-2006","S01002099","All","All","S4","Ratio",100
"2006-2007","S01002099","All","All","S4","Ratio",100
"2007-2008","S01002099","All","All","S4","Ratio",100
"2010-2011","S01002099","All","Male","S4","Ratio",100
"2011-2012","S01002099","All","Male","S4","Ratio",0
"2009-2010","S01002099","All","Male","S4","Ratio",0
"2012-2013","S01002099","All","Male","S4","Ratio",100
"2008-2009","S01002099","All","Male","S4","Ratio",100
"2010-2011","S01002099","All","Female","S4","Ratio",0
"2009-2010","S01002099","All","Female","S4","Ratio",100
"2012-2013","S01002099","All","Female","S4","Ratio",100
"2008-2009","S01002099","All","Female","S4","Ratio",0
"2011-2012","S01002099","All","Female","S4","Ratio",100
"2010-2011","S01002100","All","All","S4","Count",7
"2010-2011","S01002100","All","Female","S4","Ratio",100
"2010-2011","S01002100","Additional Support Needs","All","S4","Ratio",0
"2010-2011","S01002100","All","Male","S4","Count",6
"2010-2011","S01002100","All","Male","S4","Ratio",100
"2010-2011","S01002100","Additional Support Needs","All","S4","Count",0
"2010-2011","S01002100","All","Female","S4","Count",1
"2010-2011","S01002100","All","All","S4","Ratio",100
"2008-2009","S01002100","All","Male","S4","Count",5
"2008-2009","S01002100","All","Female","S4","Ratio",100
"2008-2009","S01002100","All","Male","S4","Ratio",100
"2008-2009","S01002100","All","All","S4","Ratio",100
"2008-2009","S01002100","All","All","S4","Count",8
"2008-2009","S01002100","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002100","Additional Support Needs","All","S4","Count",0
"2008-2009","S01002100","All","Female","S4","Count",3
"2009-2010","S01002100","All","All","S4","Count",3
"2009-2010","S01002100","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002100","All","Male","S4","Count",0
"2009-2010","S01002100","All","Female","S4","Count",3
"2009-2010","S01002100","All","All","S4","Ratio",100
"2009-2010","S01002100","All","Male","S4","Ratio",0
"2009-2010","S01002100","All","Female","S4","Ratio",100
"2009-2010","S01002100","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002100","All","Female","S4","Count",2
"2011-2012","S01002100","All","Male","S4","Ratio",100
"2011-2012","S01002100","All","Female","S4","Ratio",100
"2011-2012","S01002100","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002100","All","All","S4","Count",3
"2011-2012","S01002100","All","All","S4","Ratio",100
"2011-2012","S01002100","All","Male","S4","Count",1
"2011-2012","S01002100","Additional Support Needs","All","S4","Count",1
"2012-2013","S01002100","All","Male","S4","Count",3
"2012-2013","S01002100","Additional Support Needs","All","S4","Count",4
"2012-2013","S01002100","All","Female","S4","Count",3
"2012-2013","S01002100","All","All","S4","Ratio",100
"2012-2013","S01002100","All","Female","S4","Ratio",100
"2012-2013","S01002100","All","Male","S4","Ratio",100
"2012-2013","S01002100","Additional Support Needs","All","S4","Ratio",100
"2012-2013","S01002100","All","All","S4","Count",6
"2002-2003","S01002100","All","All","S4","Count",8
"2002-2003","S01002100","All","All","S4","Ratio",100
"2003-2004","S01002100","All","All","S4","Count",5
"2003-2004","S01002100","All","All","S4","Ratio",100
"2004-2005","S01002100","All","All","S4","Count",5
"2004-2005","S01002100","All","All","S4","Ratio","71.4"
"2005-2006","S01002100","All","All","S4","Ratio",100
"2005-2006","S01002100","All","All","S4","Count",4
"2006-2007","S01002100","All","All","S4","Count",3
"2006-2007","S01002100","All","All","S4","Ratio",60
"2007-2008","S01002100","All","All","S4","Count",3
"2007-2008","S01002100","All","All","S4","Ratio",100
"2005-2006","S01002101","All","All","S4","Count",7
"2010-2011","S01002101","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002101","All","All","S4","Count",11
"2009-2010","S01002101","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002101","All","All","S4","Count",7
"2010-2011","S01002101","All","All","S4","Count",9
"2010-2011","S01002101","All","Male","S4","Count",5
"2012-2013","S01002101","All","All","S4","Count",6
"2011-2012","S01002101","All","Male","S4","Count",3
"2008-2009","S01002101","Additional Support Needs","All","S4","Count",1
"2012-2013","S01002101","Additional Support Needs","All","S4","Count",2
"2009-2010","S01002101","All","Male","S4","Count",5
"2009-2010","S01002101","All","All","S4","Count",6
"2012-2013","S01002101","All","Male","S4","Count",2
"2008-2009","S01002101","All","Male","S4","Count",4
"2011-2012","S01002101","Additional Support Needs","All","S4","Count",0
"2010-2011","S01002101","All","Female","S4","Count",4
"2002-2003","S01002101","All","All","S4","Count",5
"2009-2010","S01002101","All","Female","S4","Count",1
"2008-2009","S01002101","All","All","S4","Count",7
"2012-2013","S01002101","All","Female","S4","Count",4
"2003-2004","S01002101","All","All","S4","Count",6
"2011-2012","S01002101","All","All","S4","Count",6
"2008-2009","S01002101","All","Female","S4","Count",3
"2011-2012","S01002101","All","Female","S4","Count",3
"2004-2005","S01002101","All","All","S4","Count",4
"2010-2011","S01002101","All","All","S4","Ratio",100
"2008-2009","S01002101","All","All","S4","Ratio",100
"2009-2010","S01002101","All","All","S4","Ratio",75
"2011-2012","S01002101","All","All","S4","Ratio","85.7"
"2012-2013","S01002101","All","All","S4","Ratio","85.7"
"2002-2003","S01002101","All","All","S4","Ratio","62.5"
"2010-2011","S01002101","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002101","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002101","Additional Support Needs","All","S4","Ratio",100
"2012-2013","S01002101","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002101","Additional Support Needs","All","S4","Ratio",0
"2003-2004","S01002101","All","All","S4","Ratio","66.7"
"2004-2005","S01002101","All","All","S4","Ratio","66.7"
"2005-2006","S01002101","All","All","S4","Ratio","87.5"
"2006-2007","S01002101","All","All","S4","Ratio",100
"2007-2008","S01002101","All","All","S4","Ratio","87.5"
"2010-2011","S01002101","All","Male","S4","Ratio",100
"2011-2012","S01002101","All","Male","S4","Ratio",75
"2009-2010","S01002101","All","Male","S4","Ratio","83.3"
"2012-2013","S01002101","All","Male","S4","Ratio",100
"2008-2009","S01002101","All","Male","S4","Ratio",100
"2010-2011","S01002101","All","Female","S4","Ratio",100
"2009-2010","S01002101","All","Female","S4","Ratio",50
"2012-2013","S01002101","All","Female","S4","Ratio",80
"2008-2009","S01002101","All","Female","S4","Ratio",100
"2011-2012","S01002101","All","Female","S4","Ratio",100
"2010-2011","S01002102","All","All","S4","Count",6
"2010-2011","S01002102","All","Female","S4","Ratio",60
"2010-2011","S01002102","Additional Support Needs","All","S4","Ratio",0
"2010-2011","S01002102","All","Male","S4","Count",3
"2010-2011","S01002102","All","Male","S4","Ratio",100
"2010-2011","S01002102","Additional Support Needs","All","S4","Count",0
"2010-2011","S01002102","All","Female","S4","Count",3
"2010-2011","S01002102","All","All","S4","Ratio",75
"2008-2009","S01002102","All","Male","S4","Count",3
"2008-2009","S01002102","All","Female","S4","Ratio",75
"2008-2009","S01002102","All","Male","S4","Ratio",75
"2008-2009","S01002102","All","All","S4","Ratio",75
"2008-2009","S01002102","All","All","S4","Count",6
"2008-2009","S01002102","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002102","Additional Support Needs","All","S4","Count",0
"2008-2009","S01002102","All","Female","S4","Count",3
"2009-2010","S01002102","All","All","S4","Count",6
"2009-2010","S01002102","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002102","All","Male","S4","Count",2
"2009-2010","S01002102","All","Female","S4","Count",4
"2009-2010","S01002102","All","All","S4","Ratio","66.7"
"2009-2010","S01002102","All","Male","S4","Ratio",50
"2009-2010","S01002102","All","Female","S4","Ratio",80
"2009-2010","S01002102","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002102","All","Female","S4","Count",6
"2011-2012","S01002102","All","Male","S4","Ratio",100
"2011-2012","S01002102","All","Female","S4","Ratio",100
"2011-2012","S01002102","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002102","All","All","S4","Count",7
"2011-2012","S01002102","All","All","S4","Ratio",100
"2011-2012","S01002102","All","Male","S4","Count",1
"2011-2012","S01002102","Additional Support Needs","All","S4","Count",2
"2012-2013","S01002102","All","Male","S4","Count",1
"2012-2013","S01002102","Additional Support Needs","All","S4","Count",4
"2012-2013","S01002102","All","Female","S4","Count",6
"2012-2013","S01002102","All","All","S4","Ratio","77.8"
"2012-2013","S01002102","All","Female","S4","Ratio",75
"2012-2013","S01002102","All","Male","S4","Ratio",100
"2012-2013","S01002102","Additional Support Needs","All","S4","Ratio",80
"2012-2013","S01002102","All","All","S4","Count",7
"2002-2003","S01002102","All","All","S4","Count",5
"2002-2003","S01002102","All","All","S4","Ratio","55.6"
"2003-2004","S01002102","All","All","S4","Count",4
"2003-2004","S01002102","All","All","S4","Ratio","66.7"
"2004-2005","S01002102","All","All","S4","Count",7
"2004-2005","S01002102","All","All","S4","Ratio","87.5"
"2005-2006","S01002102","All","All","S4","Ratio",80
"2005-2006","S01002102","All","All","S4","Count",4
"2006-2007","S01002102","All","All","S4","Count",7
"2006-2007","S01002102","All","All","S4","Ratio","87.5"
"2007-2008","S01002102","All","All","S4","Count",8
"2007-2008","S01002102","All","All","S4","Ratio","88.9"
"2006-2007","S01002103","All","All","S4","Count",5
"2010-2011","S01002103","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002103","All","All","S4","Count",7
"2010-2011","S01002103","All","All","S4","Count",7
"2008-2009","S01002103","All","All","S4","Count",5
"2010-2011","S01002103","All","Male","S4","Count",5
"2009-2010","S01002103","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002103","All","All","S4","Count",6
"2009-2010","S01002103","All","Male","S4","Count",4
"2012-2013","S01002103","All","Male","S4","Count",0
"2011-2012","S01002103","All","Male","S4","Count",5
"2008-2009","S01002103","Additional Support Needs","All","S4","Count",0
"2008-2009","S01002103","All","Male","S4","Count",3
"2002-2003","S01002103","All","All","S4","Count",9
"2008-2009","S01002103","All","Female","S4","Count",2
"2010-2011","S01002103","All","Female","S4","Count",2
"2012-2013","S01002103","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002103","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002103","All","Female","S4","Count",3
"2009-2010","S01002103","All","Female","S4","Count",2
"2003-2004","S01002103","All","All","S4","Count",14
"2011-2012","S01002103","All","Female","S4","Count",1
"2009-2010","S01002103","All","All","S4","Count",6
"2004-2005","S01002103","All","All","S4","Count",4
"2005-2006","S01002103","All","All","S4","Count",7
"2012-2013","S01002103","All","All","S4","Count",3
"2010-2011","S01002103","All","All","S4","Ratio",100
"2008-2009","S01002103","All","All","S4","Ratio",100
"2009-2010","S01002103","All","All","S4","Ratio",100
"2011-2012","S01002103","All","All","S4","Ratio",100
"2012-2013","S01002103","All","All","S4","Ratio",100
"2002-2003","S01002103","All","All","S4","Ratio",90
"2003-2004","S01002103","All","All","S4","Ratio",100
"2010-2011","S01002103","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002103","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002103","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002103","Additional Support Needs","All","S4","Ratio",0
"2004-2005","S01002103","All","All","S4","Ratio",80
"2005-2006","S01002103","All","All","S4","Ratio",100
"2006-2007","S01002103","All","All","S4","Ratio",100
"2007-2008","S01002103","All","All","S4","Ratio",100
"2010-2011","S01002103","All","Male","S4","Ratio",100
"2009-2010","S01002103","All","Male","S4","Ratio",100
"2011-2012","S01002103","All","Male","S4","Ratio",100
"2008-2009","S01002103","All","Male","S4","Ratio",100
"2010-2011","S01002103","All","Female","S4","Ratio",100
"2012-2013","S01002103","All","Female","S4","Ratio",100
"2009-2010","S01002103","All","Female","S4","Ratio",100
"2008-2009","S01002103","All","Female","S4","Ratio",100
"2011-2012","S01002103","All","Female","S4","Ratio",100
"2005-2006","S01002104","All","All","S4","Count",5
"2010-2011","S01002104","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002104","All","All","S4","Count",3
"2009-2010","S01002104","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002104","All","All","S4","Count",6
"2010-2011","S01002104","All","All","S4","Count",5
"2010-2011","S01002104","All","Male","S4","Count",2
"2012-2013","S01002104","All","All","S4","Count",8
"2011-2012","S01002104","All","Male","S4","Count",2
"2008-2009","S01002104","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002104","Additional Support Needs","All","S4","Count",5
"2009-2010","S01002104","All","Male","S4","Count",3
"2009-2010","S01002104","All","All","S4","Count",5
"2012-2013","S01002104","All","Male","S4","Count",5
"2008-2009","S01002104","All","Male","S4","Count",3
"2011-2012","S01002104","Additional Support Needs","All","S4","Count",1
"2010-2011","S01002104","All","Female","S4","Count",3
"2002-2003","S01002104","All","All","S4","Count",2
"2009-2010","S01002104","All","Female","S4","Count",2
"2008-2009","S01002104","All","All","S4","Count",8
"2012-2013","S01002104","All","Female","S4","Count",3
"2003-2004","S01002104","All","All","S4","Count",3
"2011-2012","S01002104","All","All","S4","Count",2
"2008-2009","S01002104","All","Female","S4","Count",5
"2011-2012","S01002104","All","Female","S4","Count",0
"2004-2005","S01002104","All","All","S4","Count",3
"2010-2011","S01002104","All","All","S4","Ratio","71.4"
"2008-2009","S01002104","All","All","S4","Ratio",100
"2009-2010","S01002104","All","All","S4","Ratio","83.3"
"2011-2012","S01002104","All","All","S4","Ratio",100
"2012-2013","S01002104","All","All","S4","Ratio","88.9"
"2002-2003","S01002104","All","All","S4","Ratio",100
"2010-2011","S01002104","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002104","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002104","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002104","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002104","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002104","All","All","S4","Ratio",100
"2004-2005","S01002104","All","All","S4","Ratio",60
"2005-2006","S01002104","All","All","S4","Ratio","83.3"
"2006-2007","S01002104","All","All","S4","Ratio","42.9"
"2007-2008","S01002104","All","All","S4","Ratio",100
"2010-2011","S01002104","All","Male","S4","Ratio",50
"2011-2012","S01002104","All","Male","S4","Ratio",100
"2009-2010","S01002104","All","Male","S4","Ratio",100
"2012-2013","S01002104","All","Male","S4","Ratio",100
"2008-2009","S01002104","All","Male","S4","Ratio",100
"2010-2011","S01002104","All","Female","S4","Ratio",100
"2009-2010","S01002104","All","Female","S4","Ratio","66.7"
"2012-2013","S01002104","All","Female","S4","Ratio",75
"2008-2009","S01002104","All","Female","S4","Ratio",100
"2011-2012","S01002104","All","Female","S4","Ratio",0
"2008-2009","S01002105","Additional Support Needs","All","S4","Count",0
"2003-2004","S01002105","All","All","S4","Count",1
"2011-2012","S01002105","Additional Support Needs","All","S4","Count",0
"2008-2009","S01002105","All","All","S4","Count",3
"2011-2012","S01002105","All","All","S4","Count",2
"2010-2011","S01002105","All","Male","S4","Count",1
"2011-2012","S01002105","All","Male","S4","Count",1
"2004-2005","S01002105","All","All","S4","Count",1
"2008-2009","S01002105","All","Male","S4","Count",1
"2012-2013","S01002105","All","All","S4","Count",0
"2009-2010","S01002105","All","Male","S4","Count",2
"2002-2003","S01002105","All","All","S4","Count",2
"2012-2013","S01002105","All","Male","S4","Count",0
"2011-2012","S01002105","All","Female","S4","Count",1
"2009-2010","S01002105","All","Female","S4","Count",1
"2006-2007","S01002105","All","All","S4","Count",1
"2010-2011","S01002105","All","Female","S4","Count",1
"2007-2008","S01002105","All","All","S4","Count",3
"2012-2013","S01002105","All","Female","S4","Count",0
"2010-2011","S01002105","All","All","S4","Count",2
"2008-2009","S01002105","All","Female","S4","Count",2
"2010-2011","S01002105","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002105","Additional Support Needs","All","S4","Count",0
"2005-2006","S01002105","All","All","S4","Count",1
"2009-2010","S01002105","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002105","All","All","S4","Count",3
"2010-2011","S01002105","All","All","S4","Ratio",100
"2004-2005","S01002105","All","All","S4","Ratio",100
"2005-2006","S01002105","All","All","S4","Ratio",100
"2006-2007","S01002105","All","All","S4","Ratio",100
"2007-2008","S01002105","All","All","S4","Ratio",100
"2008-2009","S01002105","All","All","S4","Ratio",100
"2009-2010","S01002105","All","All","S4","Ratio",100
"2011-2012","S01002105","All","All","S4","Ratio",100
"2002-2003","S01002105","All","All","S4","Ratio",100
"2003-2004","S01002105","All","All","S4","Ratio",100
"2010-2011","S01002105","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002105","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002105","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002105","Additional Support Needs","All","S4","Ratio",0
"2010-2011","S01002105","All","Male","S4","Ratio",100
"2008-2009","S01002105","All","Male","S4","Ratio",100
"2011-2012","S01002105","All","Male","S4","Ratio",100
"2009-2010","S01002105","All","Male","S4","Ratio",100
"2010-2011","S01002105","All","Female","S4","Ratio",100
"2011-2012","S01002105","All","Female","S4","Ratio",100
"2008-2009","S01002105","All","Female","S4","Ratio",100
"2009-2010","S01002105","All","Female","S4","Ratio",100
"2008-2009","S01002106","Additional Support Needs","All","S4","Count",0
"2003-2004","S01002106","All","All","S4","Count",3
"2011-2012","S01002106","Additional Support Needs","All","S4","Count",1
"2008-2009","S01002106","All","All","S4","Count",1
"2011-2012","S01002106","All","All","S4","Count",1
"2010-2011","S01002106","All","Male","S4","Count",1
"2011-2012","S01002106","All","Male","S4","Count",1
"2004-2005","S01002106","All","All","S4","Count",1
"2008-2009","S01002106","All","Male","S4","Count",1
"2012-2013","S01002106","All","All","S4","Count",0
"2009-2010","S01002106","All","Male","S4","Count",2
"2002-2003","S01002106","All","All","S4","Count",1
"2012-2013","S01002106","All","Male","S4","Count",0
"2011-2012","S01002106","All","Female","S4","Count",0
"2009-2010","S01002106","All","Female","S4","Count",2
"2006-2007","S01002106","All","All","S4","Count",1
"2010-2011","S01002106","All","Female","S4","Count",0
"2007-2008","S01002106","All","All","S4","Count",1
"2012-2013","S01002106","All","Female","S4","Count",0
"2010-2011","S01002106","All","All","S4","Count",1
"2008-2009","S01002106","All","Female","S4","Count",0
"2010-2011","S01002106","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002106","Additional Support Needs","All","S4","Count",0
"2005-2006","S01002106","All","All","S4","Count",2
"2009-2010","S01002106","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002106","All","All","S4","Count",4
"2010-2011","S01002106","All","All","S4","Ratio",100
"2004-2005","S01002106","All","All","S4","Ratio",100
"2005-2006","S01002106","All","All","S4","Ratio",100
"2006-2007","S01002106","All","All","S4","Ratio",50
"2007-2008","S01002106","All","All","S4","Ratio",100
"2008-2009","S01002106","All","All","S4","Ratio",100
"2009-2010","S01002106","All","All","S4","Ratio",100
"2011-2012","S01002106","All","All","S4","Ratio",50
"2002-2003","S01002106","All","All","S4","Ratio",100
"2003-2004","S01002106","All","All","S4","Ratio",60
"2010-2011","S01002106","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002106","Additional Support Needs","All","S4","Ratio",100
"2008-2009","S01002106","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002106","Additional Support Needs","All","S4","Ratio",0
"2010-2011","S01002106","All","Male","S4","Ratio",100
"2008-2009","S01002106","All","Male","S4","Ratio",100
"2011-2012","S01002106","All","Male","S4","Ratio",100
"2009-2010","S01002106","All","Male","S4","Ratio",100
"2010-2011","S01002106","All","Female","S4","Ratio",0
"2011-2012","S01002106","All","Female","S4","Ratio",0
"2008-2009","S01002106","All","Female","S4","Ratio",0
"2009-2010","S01002106","All","Female","S4","Ratio",100
"2005-2006","S01002107","All","All","S4","Count",7
"2010-2011","S01002107","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002107","All","All","S4","Count",6
"2009-2010","S01002107","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002107","All","All","S4","Count",4
"2010-2011","S01002107","All","All","S4","Count",3
"2010-2011","S01002107","All","Male","S4","Count",2
"2012-2013","S01002107","All","All","S4","Count",7
"2011-2012","S01002107","All","Male","S4","Count",3
"2008-2009","S01002107","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002107","Additional Support Needs","All","S4","Count",1
"2009-2010","S01002107","All","Male","S4","Count",6
"2009-2010","S01002107","All","All","S4","Count",12
"2012-2013","S01002107","All","Male","S4","Count",2
"2008-2009","S01002107","All","Male","S4","Count",5
"2011-2012","S01002107","Additional Support Needs","All","S4","Count",3
"2010-2011","S01002107","All","Female","S4","Count",1
"2002-2003","S01002107","All","All","S4","Count",9
"2009-2010","S01002107","All","Female","S4","Count",6
"2008-2009","S01002107","All","All","S4","Count",5
"2012-2013","S01002107","All","Female","S4","Count",5
"2003-2004","S01002107","All","All","S4","Count",10
"2011-2012","S01002107","All","All","S4","Count",10
"2008-2009","S01002107","All","Female","S4","Count",0
"2011-2012","S01002107","All","Female","S4","Count",7
"2004-2005","S01002107","All","All","S4","Count",3
"2010-2011","S01002107","All","All","S4","Ratio",75
"2008-2009","S01002107","All","All","S4","Ratio",100
"2009-2010","S01002107","All","All","S4","Ratio",100
"2011-2012","S01002107","All","All","S4","Ratio",100
"2012-2013","S01002107","All","All","S4","Ratio",100
"2002-2003","S01002107","All","All","S4","Ratio",90
"2010-2011","S01002107","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002107","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002107","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002107","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002107","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002107","All","All","S4","Ratio","90.9"
"2004-2005","S01002107","All","All","S4","Ratio",100
"2005-2006","S01002107","All","All","S4","Ratio","87.5"
"2006-2007","S01002107","All","All","S4","Ratio",100
"2007-2008","S01002107","All","All","S4","Ratio",100
"2010-2011","S01002107","All","Male","S4","Ratio",100
"2011-2012","S01002107","All","Male","S4","Ratio",100
"2009-2010","S01002107","All","Male","S4","Ratio",100
"2012-2013","S01002107","All","Male","S4","Ratio",100
"2008-2009","S01002107","All","Male","S4","Ratio",100
"2010-2011","S01002107","All","Female","S4","Ratio",50
"2009-2010","S01002107","All","Female","S4","Ratio",100
"2012-2013","S01002107","All","Female","S4","Ratio",100
"2008-2009","S01002107","All","Female","S4","Ratio",0
"2011-2012","S01002107","All","Female","S4","Ratio",100
"2008-2009","S01002108","All","All","S4","Count",0
"2009-2010","S01002108","All","All","S4","Count",0
"2011-2012","S01002108","All","All","S4","Count",1
"2012-2013","S01002108","All","All","S4","Count",3
"2002-2003","S01002108","All","All","S4","Count",4
"2010-2011","S01002108","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002108","Additional Support Needs","All","S4","Count",0
"2008-2009","S01002108","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002108","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002108","Additional Support Needs","All","S4","Count",0
"2003-2004","S01002108","All","All","S4","Count",1
"2004-2005","S01002108","All","All","S4","Count",0
"2005-2006","S01002108","All","All","S4","Count",1
"2006-2007","S01002108","All","All","S4","Count",2
"2007-2008","S01002108","All","All","S4","Count",0
"2010-2011","S01002108","All","Male","S4","Count",2
"2011-2012","S01002108","All","Male","S4","Count",0
"2009-2010","S01002108","All","Male","S4","Count",0
"2008-2009","S01002108","All","Male","S4","Count",0
"2012-2013","S01002108","All","Male","S4","Count",2
"2010-2011","S01002108","All","Female","S4","Count",0
"2012-2013","S01002108","All","Female","S4","Count",1
"2008-2009","S01002108","All","Female","S4","Count",0
"2011-2012","S01002108","All","Female","S4","Count",1
"2009-2010","S01002108","All","Female","S4","Count",0
"2010-2011","S01002108","All","All","S4","Count",2
"2010-2011","S01002108","All","All","S4","Ratio",100
"2012-2013","S01002108","All","Female","S4","Ratio",100
"2005-2006","S01002108","All","All","S4","Ratio","33.3"
"2008-2009","S01002108","All","All","S4","Ratio",0
"2008-2009","S01002108","All","Male","S4","Ratio",0
"2009-2010","S01002108","All","All","S4","Ratio",0
"2006-2007","S01002108","All","All","S4","Ratio",100
"2011-2012","S01002108","All","All","S4","Ratio",100
"2011-2012","S01002108","All","Female","S4","Ratio",100
"2012-2013","S01002108","All","All","S4","Ratio",100
"2007-2008","S01002108","All","All","S4","Ratio",0
"2002-2003","S01002108","All","All","S4","Ratio",100
"2003-2004","S01002108","All","All","S4","Ratio",100
"2010-2011","S01002108","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002108","All","Female","S4","Ratio",0
"2011-2012","S01002108","Additional Support Needs","All","S4","Ratio",0
"2010-2011","S01002108","All","Female","S4","Ratio",0
"2008-2009","S01002108","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002108","All","Male","S4","Ratio",0
"2009-2010","S01002108","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002108","All","Male","S4","Ratio",0
"2009-2010","S01002108","All","Female","S4","Ratio",0
